Longitude,Latitude,Cruise,Date,Depth,CTD_O2,PO4,SI,NO3,Mean_NH4,Std_NH4,Mean_NO2,Std_NO2,Mean_H2S,Std_H2S,Cells/ml,Mean_N2,Std_n2,Mean_O2,Std_o2,Mean_co2,Std_co2,Mean_N2O,Std_N2O,Mean_CH4,Std_CH4
-123.505,48.59166667,1,2006-02-18,10,NAN,2.416,NAN,26.703,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,212.028,NAN,NAN,NAN,NAN,NAN,123.024,NAN
-123.505,48.59166667,1,2006-02-18,25,NAN,2.112,NAN,23.238,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,218.443,NAN,NAN,NAN,NAN,NAN,119.543,NAN
-123.505,48.59166667,1,2006-02-18,40,NAN,2.143,NAN,19.496,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,218.799,NAN,NAN,NAN,NAN,NAN,120.723,NAN
-123.505,48.59166667,1,2006-02-18,55,NAN,2.491,NAN,22.596,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,204.376,NAN,NAN,NAN,NAN,NAN,109.471,NAN
-123.505,48.59166667,1,2006-02-18,70,NAN,2.245,NAN,23.051,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,161.947,NAN,NAN,NAN,NAN,NAN,97.172,NAN
-123.505,48.59166667,1,2006-02-18,80,NAN,2.803,NAN,23.097,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,135.558,NAN,NAN,NAN,NAN,NAN,97.363,NAN
-123.505,48.59166667,1,2006-02-18,90,NAN,2.931,NAN,23.12,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,96.451,NAN,NAN,NAN,NAN,NAN,95.596,NAN
-123.505,48.59166667,1,2006-02-18,100,NAN,3.417,NAN,21.021,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,51.146,NAN,NAN,NAN,NAN,NAN,93.838,NAN
-123.505,48.59166667,1,2006-02-18,112,NAN,4.084,NAN,15.711,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,22.397,NAN,NAN,NAN,NAN,NAN,96.657,NAN
-123.505,48.59166667,1,2006-02-18,125,NAN,4.29,NAN,9.716,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,5.026,NAN,NAN,NAN,NAN,NAN,145.008,NAN
-123.505,48.59166667,1,2006-02-18,135,NAN,4.756,NAN,5.492,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,21.612,NAN,NAN,NAN,NAN,NAN,408.176,NAN
-123.505,48.59166667,1,2006-02-18,150,NAN,4.083,NAN,3.641,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,19.32,NAN,NAN,NAN,NAN,NAN,481.604,NAN
-123.505,48.59166667,1,2006-02-18,165,NAN,5.022,NAN,3.642,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.663,NAN,NAN,NAN,NAN,NAN,585.185,NAN
-123.505,48.59166667,1,2006-02-18,180,NAN,5.034,NAN,2.007,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,15.907,NAN,NAN,NAN,NAN,NAN,674.872,NAN
-123.505,48.59166667,1,2006-02-18,195,NAN,4.862,NAN,4.587,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,5.23,NAN,NAN,NAN,NAN,NAN,552.732,NAN
-123.505,48.59166667,1,2006-02-18,215,NAN,5.206,NAN,1.809,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.4,NAN,NAN,NAN,NAN,NAN,734,NAN
-123.505,48.59166667,2,2006-04-13,10,NAN,0.735,NAN,7.121,NAN,NAN,NAN,NAN,NAN,NAN,283842.975,NAN,NAN,338.251,NAN,NAN,NAN,NAN,NAN,117.753,NAN
-123.505,48.59166667,2,2006-04-13,25,NAN,2.235,NAN,25.021,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,231.031,NAN,NAN,NAN,NAN,NAN,101.318,NAN
-123.505,48.59166667,2,2006-04-13,40,NAN,2.374,NAN,26.667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,216.335,NAN,NAN,NAN,NAN,NAN,87.795,NAN
-123.505,48.59166667,2,2006-04-13,55,NAN,2.377,NAN,26.195,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,207.018,NAN,NAN,NAN,NAN,NAN,80.673,NAN
-123.505,48.59166667,2,2006-04-13,70,NAN,2.394,NAN,25.424,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,204.191,NAN,NAN,NAN,NAN,NAN,83.736,NAN
-123.505,48.59166667,2,2006-04-13,80,NAN,2.489,NAN,25.622,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,182.923,NAN,NAN,NAN,NAN,NAN,77.926,NAN
-123.505,48.59166667,2,2006-04-13,90,NAN,3.136,NAN,23.723,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,109.311,NAN,NAN,NAN,NAN,NAN,60.82,NAN
-123.505,48.59166667,2,2006-04-13,100,NAN,3.108,NAN,16.233,NAN,NAN,NAN,NAN,NAN,NAN,112804.707,NAN,NAN,85.273,NAN,NAN,NAN,NAN,NAN,66.555,NAN
-123.505,48.59166667,2,2006-04-13,112,NAN,4.243,NAN,14.882,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,17.086,NAN,NAN,NAN,NAN,NAN,53.24,NAN
-123.505,48.59166667,2,2006-04-13,125,NAN,4.043,NAN,5.586,NAN,NAN,NAN,NAN,NAN,NAN,207186.856,NAN,NAN,8.663,NAN,NAN,NAN,NAN,NAN,112.868,NAN
-123.505,48.59166667,2,2006-04-13,135,NAN,4.759,NAN,2.866,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.001,NAN,NAN,NAN,NAN,NAN,463.652,NAN
-123.505,48.59166667,2,2006-04-13,150,NAN,4.273,NAN,2.802,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,30.987,NAN,NAN,NAN,NAN,NAN,735.192,NAN
-123.505,48.59166667,2,2006-04-13,165,NAN,5.134,NAN,1.548,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,11.115,NAN,NAN,NAN,NAN,NAN,905.037,NAN
-123.505,48.59166667,2,2006-04-13,180,NAN,5.32,NAN,2.755,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,3.139,NAN,NAN,NAN,NAN,NAN,959.548,NAN
-123.505,48.59166667,2,2006-04-13,195,NAN,5.712,NAN,2.28,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.532,NAN,NAN,NAN,NAN,NAN,989.414,NAN
-123.505,48.59166667,2,2006-04-13,205,NAN,5.743,NAN,2.555,NAN,NAN,NAN,NAN,NAN,NAN,169422.611,NAN,NAN,4.172,NAN,NAN,NAN,NAN,NAN,923.135,NAN
-123.505,48.59166667,3,2006-05-18,5,NAN,0.067,NAN,0.074,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,397.015,NAN,NAN,NAN,NAN,NAN,128.88,NAN
-123.505,48.59166667,3,2006-05-18,10,NAN,0.196,NAN,0.223,NAN,NAN,NAN,NAN,NAN,NAN,2015402.072,NAN,NAN,382.917,NAN,NAN,NAN,NAN,NAN,144.827,NAN
-123.505,48.59166667,3,2006-05-18,20,NAN,1.72,NAN,13.62,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,269.223,NAN,NAN,NAN,NAN,NAN,156.6,NAN
-123.505,48.59166667,3,2006-05-18,40,NAN,2.161,NAN,18.099,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,249.548,NAN,NAN,NAN,NAN,NAN,118.046,NAN
-123.505,48.59166667,3,2006-05-18,60,NAN,2.679,NAN,28.222,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,177.217,NAN,NAN,NAN,NAN,NAN,98.908,NAN
-123.505,48.59166667,3,2006-05-18,75,NAN,2.633,NAN,25.288,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,171.574,NAN,NAN,NAN,NAN,NAN,125.5,NAN
-123.505,48.59166667,3,2006-05-18,85,NAN,2.574,NAN,25.445,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,162.674,NAN,NAN,NAN,NAN,NAN,225.051,NAN
-123.505,48.59166667,3,2006-05-18,90,NAN,3.123,NAN,26.845,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,112.168,NAN,NAN,NAN,NAN,NAN,111.698,NAN
-123.505,48.59166667,3,2006-05-18,97,NAN,3.609,NAN,24.82,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,77.002,NAN,NAN,NAN,NAN,NAN,96.348,NAN
-123.505,48.59166667,3,2006-05-18,105,NAN,4.231,NAN,21.653,NAN,NAN,NAN,NAN,NAN,NAN,178719.562,NAN,NAN,40.521,NAN,NAN,NAN,NAN,NAN,73.553,NAN
-123.505,48.59166667,3,2006-05-18,110,NAN,4.771,NAN,13.398,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16.614,NAN,NAN,NAN,NAN,NAN,69.61,NAN
-123.505,48.59166667,3,2006-05-18,120,NAN,5.079,NAN,5.822,NAN,NAN,NAN,NAN,NAN,NAN,236774.063,NAN,NAN,15.642,NAN,NAN,NAN,NAN,NAN,128.714,NAN
-123.505,48.59166667,3,2006-05-18,135,NAN,5.515,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,8.471,NAN,NAN,NAN,NAN,NAN,688.868,NAN
-123.505,48.59166667,3,2006-05-18,150,NAN,5.716,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,4.503,NAN,NAN,NAN,NAN,NAN,816.066,NAN
-123.505,48.59166667,3,2006-05-18,165,NAN,5.806,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,4.58,NAN,NAN,NAN,NAN,NAN,945.32,NAN
-123.505,48.59166667,3,2006-05-18,180,NAN,5.988,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.486,NAN,NAN,NAN,NAN,NAN,1128.861,NAN
-123.505,48.59166667,3,2006-05-18,200,NAN,6.486,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,191794.63,NAN,NAN,2.803,NAN,NAN,NAN,NAN,NAN,1256.921,NAN
-123.505,48.59166667,4,2006-06-07,5,NAN,0.241,NAN,0.265,0.141,NAN,0.04,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,4,2006-06-07,10,NAN,0.66,NAN,1.529,0.1,NAN,0.053,NAN,NAN,NAN,4414384.371,NAN,NAN,421.917,NAN,NAN,NAN,NAN,NAN,103.886,NAN
-123.505,48.59166667,4,2006-06-07,20,NAN,1.206,NAN,6.667,0.567,NAN,0.193,NAN,NAN,NAN,NAN,NAN,NAN,293.316,NAN,NAN,NAN,NAN,NAN,113.276,NAN
-123.505,48.59166667,4,2006-06-07,40,NAN,2.16,NAN,22.248,1.876,NAN,0.743,NAN,NAN,NAN,NAN,NAN,NAN,204.882,NAN,NAN,NAN,NAN,NAN,110.866,NAN
-123.505,48.59166667,4,2006-06-07,60,NAN,2.293,NAN,28.53,0.473,NAN,0.412,NAN,NAN,NAN,NAN,NAN,NAN,185.108,NAN,NAN,NAN,NAN,NAN,95.561,NAN
-123.505,48.59166667,4,2006-06-07,75,NAN,2.743,NAN,31.868,0.271,NAN,0.042,NAN,NAN,NAN,NAN,NAN,NAN,139.758,NAN,NAN,NAN,NAN,NAN,77.398,NAN
-123.505,48.59166667,4,2006-06-07,85,NAN,2.897,NAN,NAN,0,NAN,0.084,NAN,NAN,NAN,NAN,NAN,NAN,115.551,NAN,NAN,NAN,NAN,NAN,81.172,NAN
-123.505,48.59166667,4,2006-06-07,90,NAN,3.077,NAN,30.103,0.013,NAN,0.024,NAN,NAN,NAN,NAN,NAN,NAN,101.97,NAN,NAN,NAN,NAN,NAN,81.001,NAN
-123.505,48.59166667,4,2006-06-07,97,NAN,3.163,NAN,29.073,0.019,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,84.764,NAN,NAN,NAN,NAN,NAN,79.171,NAN
-123.505,48.59166667,4,2006-06-07,105,NAN,3.733,NAN,20.367,0.159,NAN,0,NAN,NAN,NAN,153618.858,NAN,NAN,37.178,NAN,NAN,NAN,NAN,NAN,80.717,NAN
-123.505,48.59166667,4,2006-06-07,110,NAN,3.671,NAN,16.202,0.049,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,30.823,NAN,NAN,NAN,NAN,NAN,83.536,NAN
-123.505,48.59166667,4,2006-06-07,120,NAN,4.05,NAN,20.227,0.074,NAN,0.016,NAN,NAN,NAN,240882.075,NAN,NAN,27.124,NAN,NAN,NAN,NAN,NAN,84.401,NAN
-123.505,48.59166667,4,2006-06-07,135,NAN,3.143,NAN,1.36,0.11,NAN,0.443,NAN,NAN,NAN,NAN,NAN,NAN,7.77,NAN,NAN,NAN,NAN,NAN,117.759,NAN
-123.505,48.59166667,4,2006-06-07,150,NAN,5.006,NAN,0.2,1.228,NAN,0.009,NAN,NAN,NAN,NAN,NAN,NAN,6.6,NAN,NAN,NAN,NAN,NAN,688.968,NAN
-123.505,48.59166667,4,2006-06-07,165,NAN,5.479,NAN,0.226,3.726,NAN,0.013,NAN,NAN,NAN,NAN,NAN,NAN,7.302,NAN,NAN,NAN,NAN,NAN,753.086,NAN
-123.505,48.59166667,4,2006-06-07,180,NAN,6.003,NAN,0.137,5.117,NAN,0.011,NAN,NAN,NAN,NAN,NAN,NAN,3.664,NAN,NAN,NAN,NAN,NAN,1054.96,NAN
-123.505,48.59166667,4,2006-06-07,200,NAN,5.887,NAN,0.143,6.88,NAN,0.024,NAN,NAN,NAN,153736.573,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,5,2006-07-06,5,NAN,0.732,NAN,2.344,2.711,NAN,0.247,NAN,NAN,NAN,NAN,NAN,NAN,420.947,NAN,NAN,NAN,NAN,NAN,97.631,NAN
-123.505,48.59166667,5,2006-07-06,10,NAN,1.016,NAN,4.661,2.033,NAN,0.258,NAN,NAN,NAN,588964.245,NAN,NAN,381.631,NAN,NAN,NAN,NAN,NAN,94.035,NAN
-123.505,48.59166667,5,2006-07-06,20,NAN,1.867,NAN,13.893,3.342,NAN,0.381,NAN,NAN,NAN,NAN,NAN,NAN,290.818,NAN,NAN,NAN,NAN,NAN,101.345,NAN
-123.505,48.59166667,5,2006-07-06,40,NAN,2.595,NAN,NAN,0.121,NAN,0.583,NAN,NAN,NAN,NAN,NAN,NAN,226.702,NAN,NAN,NAN,NAN,NAN,89.181,NAN
-123.505,48.59166667,5,2006-07-06,60,NAN,3.095,NAN,28.772,0.274,NAN,0.036,NAN,NAN,NAN,NAN,NAN,NAN,140.836,NAN,NAN,NAN,NAN,NAN,75.568,NAN
-123.505,48.59166667,5,2006-07-06,75,NAN,3.13,NAN,27.875,0.035,NAN,0.027,NAN,NAN,NAN,NAN,NAN,NAN,101.346,NAN,NAN,NAN,NAN,NAN,60.526,NAN
-123.505,48.59166667,5,2006-07-06,85,NAN,4.089,NAN,27.194,0.017,NAN,0.065,NAN,NAN,NAN,NAN,NAN,NAN,43.466,NAN,NAN,NAN,NAN,NAN,59.298,NAN
-123.505,48.59166667,5,2006-07-06,90,NAN,4.086,NAN,22.674,0.026,NAN,0.034,NAN,NAN,NAN,NAN,NAN,NAN,34.451,NAN,NAN,NAN,NAN,NAN,63.392,NAN
-123.505,48.59166667,5,2006-07-06,97,NAN,4.463,NAN,19.731,0.052,NAN,0.058,NAN,NAN,NAN,203691.3,NAN,NAN,54.012,NAN,NAN,NAN,NAN,NAN,58.129,NAN
-123.505,48.59166667,5,2006-07-06,105,NAN,4.546,NAN,16.128,0.077,NAN,0.007,NAN,NAN,NAN,NAN,NAN,NAN,22.854,NAN,NAN,NAN,NAN,NAN,59.649,NAN
-123.505,48.59166667,5,2006-07-06,110,NAN,4.802,NAN,14.601,0.11,NAN,0.018,NAN,NAN,NAN,NAN,NAN,NAN,14.771,NAN,NAN,NAN,NAN,NAN,60,NAN
-123.505,48.59166667,5,2006-07-06,120,NAN,5.016,NAN,4.754,0.026,NAN,1.26,NAN,NAN,NAN,265787.187,NAN,NAN,6.485,NAN,NAN,NAN,NAN,NAN,167.018,NAN
-123.505,48.59166667,5,2006-07-06,135,NAN,5.577,NAN,0.317,3.511,NAN,0.04,NAN,NAN,NAN,NAN,NAN,NAN,3.212,NAN,NAN,NAN,NAN,NAN,662.57,NAN
-123.505,48.59166667,5,2006-07-06,150,NAN,4.561,NAN,0.319,4.95,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,1.835,NAN,NAN,NAN,NAN,NAN,685.263,NAN
-123.505,48.59166667,5,2006-07-06,165,NAN,5.894,NAN,0.266,5.855,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,0.784,NAN,NAN,NAN,NAN,NAN,1081.287,NAN
-123.505,48.59166667,5,2006-07-06,185,NAN,5.705,NAN,0.323,6.888,NAN,0.011,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,NAN,NAN,NAN,NAN,1172.982,NAN
-123.505,48.59166667,5,2006-07-06,200,NAN,5.618,NAN,0.473,10.191,NAN,0.016,NAN,NAN,NAN,179705.944,NAN,NAN,0,NAN,NAN,NAN,NAN,NAN,1273.801,NAN
-123.505,48.59166667,6,2006-07-22,5,NAN,1.11,NAN,2.694,0.161,NAN,0.144,NAN,NAN,NAN,NAN,NAN,NAN,360.229,NAN,NAN,NAN,NAN,NAN,115.011,NAN
-123.505,48.59166667,6,2006-07-22,10,NAN,1.547,NAN,10.3,0.47,NAN,0.033,NAN,NAN,NAN,749983.39,NAN,NAN,281.309,NAN,NAN,NAN,NAN,NAN,110.096,NAN
-123.505,48.59166667,6,2006-07-22,25,NAN,1.939,NAN,18.308,0.085,NAN,0.161,NAN,NAN,NAN,NAN,NAN,NAN,227.004,NAN,NAN,NAN,NAN,NAN,105.245,NAN
-123.505,48.59166667,6,2006-07-22,50,NAN,2.788,NAN,27.717,0.353,NAN,0.044,NAN,NAN,NAN,NAN,NAN,NAN,178.1,NAN,NAN,NAN,NAN,NAN,82.746,NAN
-123.505,48.59166667,6,2006-07-22,75,NAN,3.863,NAN,27.675,0.828,NAN,0.05,NAN,NAN,NAN,NAN,NAN,NAN,57.43,NAN,NAN,NAN,NAN,NAN,71.695,NAN
-123.505,48.59166667,6,2006-07-22,85,NAN,3.831,NAN,26.01,0.034,NAN,0.044,NAN,NAN,NAN,NAN,NAN,NAN,56.578,NAN,NAN,NAN,NAN,NAN,70.431,NAN
-123.505,48.59166667,6,2006-07-22,90,NAN,3.747,NAN,25.158,0.013,NAN,0.056,NAN,NAN,NAN,NAN,NAN,NAN,70.104,NAN,NAN,NAN,NAN,NAN,69.62,NAN
-123.505,48.59166667,6,2006-07-22,97,NAN,3.672,NAN,24.887,-0.004,NAN,0.15,NAN,NAN,NAN,NAN,NAN,NAN,67.989,NAN,NAN,NAN,NAN,NAN,67.884,NAN
-123.505,48.59166667,6,2006-07-22,105,NAN,3.984,NAN,22.092,0.004,NAN,0.2,NAN,NAN,NAN,142511.4,NAN,NAN,62.035,NAN,NAN,NAN,NAN,NAN,70.071,NAN
-123.505,48.59166667,6,2006-07-22,110,NAN,4.228,NAN,20.843,0.11,NAN,0.106,NAN,NAN,NAN,NAN,NAN,NAN,52.817,NAN,NAN,NAN,NAN,NAN,67.992,NAN
-123.505,48.59166667,6,2006-07-22,120,NAN,4.358,NAN,14.1,0.142,NAN,0.092,NAN,NAN,NAN,140845.543,NAN,NAN,35.958,NAN,NAN,NAN,NAN,NAN,71.459,NAN
-123.505,48.59166667,6,2006-07-22,135,NAN,5.428,NAN,0.247,2.929,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,8.531,NAN,NAN,NAN,NAN,NAN,604.869,NAN
-123.505,48.59166667,6,2006-07-22,150,NAN,5.697,NAN,0.195,4.746,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,2.413,NAN,NAN,NAN,NAN,NAN,921.451,NAN
-123.505,48.59166667,6,2006-07-22,165,NAN,6.261,NAN,0.38,6.114,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,1.526,NAN,NAN,NAN,NAN,NAN,1163.703,NAN
-123.505,48.59166667,6,2006-07-22,180,NAN,6.418,NAN,0.246,6.297,NAN,0.033,NAN,NAN,NAN,NAN,NAN,NAN,0.278,NAN,NAN,NAN,NAN,NAN,1378.645,NAN
-123.505,48.59166667,6,2006-07-22,200,NAN,6.467,NAN,0.273,7.837,NAN,0.006,NAN,NAN,NAN,109353.095,NAN,NAN,0,NAN,NAN,NAN,NAN,NAN,1479.864,NAN
-123.505,48.59166667,7,2006-09-20,10,NAN,1.99,42.9,19.6,1.218,NAN,0.358,NAN,NAN,NAN,210147.391,NAN,NAN,116.647,NAN,NAN,NAN,NAN,NAN,55.403,NAN
-123.505,48.59166667,7,2006-09-20,20,NAN,2.26,43.8,23.7,0.591,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,110.46,NAN,NAN,NAN,NAN,NAN,56.033,NAN
-123.505,48.59166667,7,2006-09-20,40,NAN,2.53,48.5,25.9,1.908,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,88.773,NAN,NAN,NAN,NAN,NAN,52.093,NAN
-123.505,48.59166667,7,2006-09-20,60,NAN,3.28,62.3,25.7,0.854,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
-123.505,48.59166667,7,2006-09-20,75,NAN,4.15,77.8,21.1,4.702,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,30.619,NAN,NAN,NAN,NAN,NAN,30.131,NAN
-123.505,48.59166667,7,2006-09-20,85,NAN,4.28,79.5,20,4.689,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,27.084,NAN,NAN,NAN,NAN,NAN,26.342,NAN
-123.505,48.59166667,7,2006-09-20,90,NAN,4.48,85.4,15.5,1.609,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,22.804,NAN,NAN,NAN,NAN,NAN,25.241,NAN
-123.505,48.59166667,7,2006-09-20,97,NAN,4.41,84.4,15.7,0.895,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,24.689,NAN,NAN,NAN,NAN,NAN,23.478,NAN
-123.505,48.59166667,7,2006-09-20,105,NAN,4.6,90.8,11.9,0.088,NAN,0.113,NAN,NAN,NAN,196640.322,NAN,NAN,22.482,NAN,NAN,NAN,NAN,NAN,46.338,NAN
-123.505,48.59166667,7,2006-09-20,110,NAN,4.71,92.9,9.5,0.063,NAN,0.138,NAN,NAN,NAN,NAN,NAN,NAN,21.824,NAN,NAN,NAN,NAN,NAN,59.546,NAN
-123.505,48.59166667,7,2006-09-20,121,NAN,4.99,100.4,2.2,0.058,NAN,0.328,NAN,NAN,NAN,464294.282,NAN,NAN,22.749,NAN,NAN,NAN,NAN,NAN,235.235,NAN
-123.505,48.59166667,7,2006-09-20,135,NAN,4.91,99.7,4,0.049,NAN,1.185,NAN,NAN,NAN,NAN,NAN,NAN,24.184,NAN,NAN,NAN,NAN,NAN,173.556,NAN
-123.505,48.59166667,7,2006-09-20,150,NAN,4.52,89.8,14.4,0.058,NAN,0.865,NAN,NAN,NAN,174699.281,NAN,NAN,49.141,NAN,NAN,NAN,NAN,NAN,35.878,NAN
-123.505,48.59166667,7,2006-09-20,165,NAN,4.54,90.6,12.3,0.053,NAN,0.758,NAN,NAN,NAN,NAN,NAN,NAN,56.951,NAN,NAN,NAN,NAN,NAN,28.29,NAN
-123.505,48.59166667,7,2006-09-20,185,NAN,4.29,85.3,17.1,0.05,NAN,0.303,NAN,NAN,NAN,NAN,NAN,NAN,60.945,NAN,NAN,NAN,NAN,NAN,28.612,NAN
-123.505,48.59166667,7,2006-09-20,200,NAN,4.3,85.7,16.6,0.206,NAN,0.193,NAN,NAN,NAN,117226.403,NAN,NAN,47.258,NAN,NAN,NAN,NAN,NAN,27.146,NAN
-123.505,48.59166667,8,2006-11-14,10,NAN,2.74,NAN,25.51,0.014,NAN,0.608,NAN,NAN,NAN,140431.552,NAN,NAN,249.046,NAN,NAN,NAN,NAN,NAN,47.678,NAN
-123.505,48.59166667,8,2006-11-14,20,NAN,2.81,NAN,26.05,0.064,NAN,0.824,NAN,NAN,NAN,NAN,NAN,NAN,175.44,NAN,NAN,NAN,NAN,NAN,51.002,NAN
-123.505,48.59166667,8,2006-11-14,40,NAN,2.76,NAN,25.94,0.03,NAN,0.824,NAN,NAN,NAN,NAN,NAN,NAN,182.319,NAN,NAN,NAN,NAN,NAN,54.5,NAN
-123.505,48.59166667,8,2006-11-14,60,NAN,2.77,NAN,25.92,0.028,NAN,0.41,NAN,NAN,NAN,NAN,NAN,NAN,151.735,NAN,NAN,NAN,NAN,NAN,50.558,NAN
-123.505,48.59166667,8,2006-11-14,75,NAN,2.78,NAN,25.68,0.008,NAN,0.189,NAN,NAN,NAN,NAN,NAN,NAN,129.446,NAN,NAN,NAN,NAN,NAN,45.561,NAN
-123.505,48.59166667,8,2006-11-14,85,NAN,2.86,NAN,25.9,0.015,NAN,0.284,NAN,NAN,NAN,NAN,NAN,NAN,115.189,NAN,NAN,NAN,NAN,NAN,43.548,NAN
-123.505,48.59166667,8,2006-11-14,90,NAN,4.64,NAN,13.54,0.019,NAN,0.259,NAN,NAN,NAN,NAN,NAN,NAN,29.951,NAN,NAN,NAN,NAN,NAN,24.162,NAN
-123.505,48.59166667,8,2006-11-14,97,NAN,4.69,NAN,13.35,0.033,NAN,0.113,NAN,NAN,NAN,247383.513,NAN,NAN,38.141,NAN,NAN,NAN,NAN,NAN,16.054,NAN
-123.505,48.59166667,8,2006-11-14,105,NAN,4.86,NAN,12.96,0.03,NAN,0.089,NAN,NAN,NAN,NAN,NAN,NAN,15.365,NAN,NAN,NAN,NAN,NAN,38.185,NAN
-123.505,48.59166667,8,2006-11-14,110,NAN,5.11,NAN,4.98,1.222,NAN,0.054,NAN,NAN,NAN,NAN,NAN,NAN,8.947,NAN,NAN,NAN,NAN,NAN,81.507,NAN
-123.505,48.59166667,8,2006-11-14,120,NAN,5.05,NAN,8.91,0.123,NAN,0.027,NAN,NAN,NAN,326051.642,NAN,NAN,9.779,NAN,NAN,NAN,NAN,NAN,22.134,NAN
-123.505,48.59166667,8,2006-11-14,135,NAN,4.7,NAN,16.06,0.022,NAN,0.035,NAN,NAN,NAN,NAN,NAN,NAN,24.549,NAN,NAN,NAN,NAN,NAN,13.057,NAN
-123.505,48.59166667,8,2006-11-14,150,NAN,4.61,NAN,19.39,0.014,NAN,0.097,NAN,NAN,NAN,126631.137,NAN,NAN,23,NAN,NAN,NAN,NAN,NAN,15.538,NAN
-123.505,48.59166667,8,2006-11-14,165,NAN,NAN,NAN,21.39,0.014,NAN,0.054,NAN,NAN,NAN,NAN,NAN,NAN,36.428,NAN,NAN,NAN,NAN,NAN,21.05,NAN
-123.505,48.59166667,8,2006-11-14,180,NAN,4.62,NAN,21.85,0.016,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,59.016,NAN,NAN,NAN,NAN,NAN,15.342,NAN
